symbol	ensg	source
GCM1	ENSG00000137270	HPA_tissue_enriched
TTPA	ENSG00000137561	HPA_tissue_enriched
BTG4	ENSG00000137707	HPA_tissue_enriched
POU2F3	ENSG00000137709	HPA_tissue_enriched
SLC28A2	ENSG00000137860	HPA_tissue_enriched
BRDT	ENSG00000137948	HPA_tissue_enriched
CYP2C9	ENSG00000138109	HPA_tissue_enriched
LBX1	ENSG00000138136	HPA_tissue_enriched
CUZD1	ENSG00000138161	HPA_tissue_enriched
OIT3	ENSG00000138315	HPA_tissue_enriched
CHRNA1	ENSG00000138435	HPA_tissue_enriched
GUCA1C	ENSG00000138472	HPA_tissue_enriched
FBN2	ENSG00000138829	HPA_tissue_enriched
PDE6H	ENSG00000139053	HPA_tissue_enriched
PLCZ1	ENSG00000139151	HPA_tissue_enriched
INHBE	ENSG00000139269	HPA_tissue_enriched
TMEM132B	ENSG00000139364	HPA_tissue_enriched
FOXN4	ENSG00000139445	HPA_tissue_enriched
RDH16	ENSG00000139547	HPA_tissue_enriched
DHH	ENSG00000139549	HPA_tissue_enriched
NPFF	ENSG00000139574	HPA_tissue_enriched
KRT71	ENSG00000139648	HPA_tissue_enriched
SMIM2	ENSG00000139656	HPA_tissue_enriched
METTL21C	ENSG00000139780	HPA_tissue_enriched
ZIC5	ENSG00000139800	HPA_tissue_enriched
ADAM21	ENSG00000139985	HPA_tissue_enriched
SERPINA10	ENSG00000140093	HPA_tissue_enriched
SLC25A47	ENSG00000140107	HPA_tissue_enriched
DISP2	ENSG00000140323	HPA_tissue_enriched
CYP1A2	ENSG00000140505	HPA_tissue_enriched
RLBP1	ENSG00000140522	HPA_tissue_enriched
SEPTIN12	ENSG00000140623	HPA_tissue_enriched
SLC5A2	ENSG00000140675	HPA_tissue_enriched
CHST4	ENSG00000140835	HPA_tissue_enriched
CLEC18B	ENSG00000140839	HPA_tissue_enriched
CMTM2	ENSG00000140932	HPA_tissue_enriched
ADAD2	ENSG00000140955	HPA_tissue_enriched
DPEP3	ENSG00000141096	HPA_tissue_enriched
SPATA22	ENSG00000141255	HPA_tissue_enriched
SPACA3	ENSG00000141316	HPA_tissue_enriched
MEP1B	ENSG00000141434	HPA_tissue_enriched
SLC13A5	ENSG00000141485	HPA_tissue_enriched
CBLN2	ENSG00000141668	HPA_tissue_enriched
CACNA1A	ENSG00000141837	HPA_tissue_enriched
PADI1	ENSG00000142623	HPA_tissue_enriched
BARHL2	ENSG00000143032	HPA_tissue_enriched
GPA33	ENSG00000143167	HPA_tissue_enriched
MAEL	ENSG00000143194	HPA_tissue_enriched
NR1I3	ENSG00000143257	HPA_tissue_enriched
FCRL5	ENSG00000143297	HPA_tissue_enriched
LHX9	ENSG00000143355	HPA_tissue_enriched
HORMAD1	ENSG00000143452	HPA_tissue_enriched
KCNH1	ENSG00000143473	HPA_tissue_enriched
FLG2	ENSG00000143520	HPA_tissue_enriched
AQP10	ENSG00000143595	HPA_tissue_enriched
FLG	ENSG00000143631	HPA_tissue_enriched
REN	ENSG00000143839	HPA_tissue_enriched
SYT2	ENSG00000143858	HPA_tissue_enriched
REG3G	ENSG00000143954	HPA_tissue_enriched
ABHD1	ENSG00000143994	HPA_tissue_enriched
NAT8	ENSG00000144035	HPA_tissue_enriched
DQX1	ENSG00000144045	HPA_tissue_enriched
C1QL2	ENSG00000144119	HPA_tissue_enriched
THSD7B	ENSG00000144229	HPA_tissue_enriched
DLX1	ENSG00000144355	HPA_tissue_enriched
CPO	ENSG00000144410	HPA_tissue_enriched
CPNE9	ENSG00000144550	HPA_tissue_enriched
SLC22A14	ENSG00000144671	HPA_tissue_enriched
AHSG	ENSG00000145192	HPA_tissue_enriched
EPHA5	ENSG00000145242	HPA_tissue_enriched
CABS1	ENSG00000145309	HPA_tissue_enriched
GC	ENSG00000145321	HPA_tissue_enriched
FABP2	ENSG00000145384	HPA_tissue_enriched
ROPN1L	ENSG00000145491	HPA_tissue_enriched
HAPLN1	ENSG00000145681	HPA_tissue_enriched
SPATA9	ENSG00000145757	HPA_tissue_enriched
LECT2	ENSG00000145826	HPA_tissue_enriched
GABRB2	ENSG00000145864	HPA_tissue_enriched
TENM2	ENSG00000145934	HPA_tissue_enriched
FAM217A	ENSG00000145975	HPA_tissue_enriched
PSD2	ENSG00000146005	HPA_tissue_enriched
LRRTM2	ENSG00000146006	HPA_tissue_enriched
GPR6	ENSG00000146360	HPA_tissue_enriched
IGFBP1	ENSG00000146678	HPA_tissue_enriched
RAB41	ENSG00000147127	HPA_tissue_enriched
GPR174	ENSG00000147138	HPA_tissue_enriched
AWAT2	ENSG00000147160	HPA_tissue_enriched
FATE1	ENSG00000147378	HPA_tissue_enriched
MAGEA4	ENSG00000147381	HPA_tissue_enriched
PXDNL	ENSG00000147485	HPA_tissue_enriched
ST18	ENSG00000147488	HPA_tissue_enriched
RGS20	ENSG00000147509	HPA_tissue_enriched
DNAJC5B	ENSG00000147570	HPA_tissue_enriched
CRH	ENSG00000147571	HPA_tissue_enriched
SLC26A7	ENSG00000147606	HPA_tissue_enriched
IDI2	ENSG00000148377	HPA_tissue_enriched
CACNA1B	ENSG00000148408	HPA_tissue_enriched
SLC39A12	ENSG00000148482	HPA_tissue_enriched
TMEM236	ENSG00000148483	HPA_tissue_enriched
ANKRD30A	ENSG00000148513	HPA_tissue_enriched
A1CF	ENSG00000148584	HPA_tissue_enriched
LRIT1	ENSG00000148602	HPA_tissue_enriched
RGR	ENSG00000148604	HPA_tissue_enriched
HABP2	ENSG00000148702	HPA_tissue_enriched
NKX6-2	ENSG00000148826	HPA_tissue_enriched
SAA4	ENSG00000148965	HPA_tissue_enriched
OOSP2	ENSG00000149507	HPA_tissue_enriched
MS4A3	ENSG00000149516	HPA_tissue_enriched
KIRREL3	ENSG00000149571	HPA_tissue_enriched
SPINT4	ENSG00000149651	HPA_tissue_enriched
CDH22	ENSG00000149654	HPA_tissue_enriched
GPHA2	ENSG00000149735	HPA_tissue_enriched
SLC22A9	ENSG00000149742	HPA_tissue_enriched
FXYD4	ENSG00000150201	HPA_tissue_enriched
KLHL1	ENSG00000150361	HPA_tissue_enriched
SPATA4	ENSG00000150628	HPA_tissue_enriched
CNDP1	ENSG00000150656	HPA_tissue_enriched
PPP1R1C	ENSG00000150722	HPA_tissue_enriched
KCNA6	ENSG00000151079	HPA_tissue_enriched
MAT1A	ENSG00000151224	HPA_tissue_enriched
ATP6V1G3	ENSG00000151418	HPA_tissue_enriched
ITIH2	ENSG00000151655	HPA_tissue_enriched
KCNJ1	ENSG00000151704	HPA_tissue_enriched
TDO2	ENSG00000151790	HPA_tissue_enriched
GABRA2	ENSG00000151834	HPA_tissue_enriched
RIT2	ENSG00000152214	HPA_tissue_enriched
PTH	ENSG00000152266	HPA_tissue_enriched
BOLL	ENSG00000152430	HPA_tissue_enriched
DDX4	ENSG00000152670	HPA_tissue_enriched
CATSPER3	ENSG00000152705	HPA_tissue_enriched
CNTNAP4	ENSG00000152910	HPA_tissue_enriched
JAKMIP1	ENSG00000152969	HPA_tissue_enriched
ZIC1	ENSG00000152977	HPA_tissue_enriched
SYCP2L	ENSG00000153157	HPA_tissue_enriched
FEZF2	ENSG00000153266	HPA_tissue_enriched
TEX29	ENSG00000153495	HPA_tissue_enriched
SLC5A10	ENSG00000154025	HPA_tissue_enriched
JPH3	ENSG00000154118	HPA_tissue_enriched
GPR15	ENSG00000154165	HPA_tissue_enriched
WNT3A	ENSG00000154342	HPA_tissue_enriched
C10orf90	ENSG00000154493	HPA_tissue_enriched
PSMA8	ENSG00000154611	HPA_tissue_enriched
TMPRSS15	ENSG00000154646	HPA_tissue_enriched
XAGE2	ENSG00000155622	HPA_tissue_enriched
C2CD6	ENSG00000155754	HPA_tissue_enriched
MAGEA8	ENSG00000156009	HPA_tissue_enriched
UGT2B4	ENSG00000156096	HPA_tissue_enriched
PRG3	ENSG00000156575	HPA_tissue_enriched
ITGAD	ENSG00000156886	HPA_tissue_enriched
ZIC3	ENSG00000156925	HPA_tissue_enriched
LYZL4	ENSG00000157093	HPA_tissue_enriched
C8A	ENSG00000157131	HPA_tissue_enriched
C9orf43	ENSG00000157653	HPA_tissue_enriched
DPYSL5	ENSG00000157851	HPA_tissue_enriched
CIB4	ENSG00000157884	HPA_tissue_enriched
CD1A	ENSG00000158477	HPA_tissue_enriched
CD1B	ENSG00000158485	HPA_tissue_enriched
CPA5	ENSG00000158525	HPA_tissue_enriched
PAGE5	ENSG00000158639	HPA_tissue_enriched
ITLN2	ENSG00000158764	HPA_tissue_enriched
VWA5B1	ENSG00000158816	HPA_tissue_enriched
SLC5A11	ENSG00000158865	HPA_tissue_enriched
KCNE2	ENSG00000159197	HPA_tissue_enriched
GIP	ENSG00000159224	HPA_tissue_enriched
GOLGA6A	ENSG00000159289	HPA_tissue_enriched
CES5A	ENSG00000159398	HPA_tissue_enriched
TCHH	ENSG00000159450	HPA_tissue_enriched
LCE2B	ENSG00000159455	HPA_tissue_enriched
SPRR2G	ENSG00000159516	HPA_tissue_enriched
CCDC17	ENSG00000159588	HPA_tissue_enriched
TEPP	ENSG00000159648	HPA_tissue_enriched
LRRC36	ENSG00000159708	HPA_tissue_enriched
FAM131B	ENSG00000159784	HPA_tissue_enriched
ANKLE1	ENSG00000160117	HPA_tissue_enriched
UBASH3A	ENSG00000160185	HPA_tissue_enriched
HSF2BP	ENSG00000160207	HPA_tissue_enriched
FCN2	ENSG00000160339	HPA_tissue_enriched
COX6B2	ENSG00000160471	HPA_tissue_enriched
FCRL3	ENSG00000160856	HPA_tissue_enriched
CYP3A4	ENSG00000160868	HPA_tissue_enriched
CYP3A7	ENSG00000160870	HPA_tissue_enriched
CYP11B1	ENSG00000160882	HPA_tissue_enriched
PTGER1	ENSG00000160951	HPA_tissue_enriched
COL26A1	ENSG00000160963	HPA_tissue_enriched
PGLYRP2	ENSG00000161031	HPA_tissue_enriched
CELF5	ENSG00000161082	HPA_tissue_enriched
CCDC116	ENSG00000161180	HPA_tissue_enriched
GRIN2C	ENSG00000161509	HPA_tissue_enriched
KLHL10	ENSG00000161594	HPA_tissue_enriched
KASH5	ENSG00000161609	HPA_tissue_enriched
DCD	ENSG00000161634	HPA_tissue_enriched
SHANK1	ENSG00000161681	HPA_tissue_enriched
SYCE2	ENSG00000161860	HPA_tissue_enriched
ASGR2	ENSG00000161944	HPA_tissue_enriched
PRR35	ENSG00000161992	HPA_tissue_enriched
HS3ST6	ENSG00000162040	HPA_tissue_enriched
FGF19	ENSG00000162344	HPA_tissue_enriched
CYP4A22	ENSG00000162365	HPA_tissue_enriched
BSND	ENSG00000162399	HPA_tissue_enriched
C1orf87	ENSG00000162598	HPA_tissue_enriched
LRRIQ3	ENSG00000162620	HPA_tissue_enriched
KCNJ9	ENSG00000162728	HPA_tissue_enriched
LMX1A	ENSG00000162761	HPA_tissue_enriched
LRRC52	ENSG00000162763	HPA_tissue_enriched
TEKT4	ENSG00000163060	HPA_tissue_enriched
SMCP	ENSG00000163206	HPA_tissue_enriched
SPRR2D	ENSG00000163216	HPA_tissue_enriched
BMP10	ENSG00000163217	HPA_tissue_enriched
GABRG1	ENSG00000163285	HPA_tissue_enriched
IGFN1	ENSG00000163395	HPA_tissue_enriched
TRIM46	ENSG00000163462	HPA_tissue_enriched
TSACC	ENSG00000163467	HPA_tissue_enriched
RETNLB	ENSG00000163515	HPA_tissue_enriched
FCRL4	ENSG00000163518	HPA_tissue_enriched
TRAT1	ENSG00000163519	HPA_tissue_enriched
SPTA1	ENSG00000163554	HPA_tissue_enriched
SLC2A2	ENSG00000163581	HPA_tissue_enriched
SYNPR	ENSG00000163630	HPA_tissue_enriched
ERICH6	ENSG00000163645	HPA_tissue_enriched
PLSCR2	ENSG00000163746	HPA_tissue_enriched
CCDC158	ENSG00000163749	HPA_tissue_enriched
TGM4	ENSG00000163810	HPA_tissue_enriched
ZDHHC19	ENSG00000163958	HPA_tissue_enriched
SLC9B1	ENSG00000164037	HPA_tissue_enriched
BSN	ENSG00000164061	HPA_tissue_enriched
CAMKV	ENSG00000164076	HPA_tissue_enriched
GRIK2	ENSG00000164418	HPA_tissue_enriched
CALHM4	ENSG00000164451	HPA_tissue_enriched
TBX20	ENSG00000164532	HPA_tissue_enriched
HCN1	ENSG00000164588	HPA_tissue_enriched
IQUB	ENSG00000164675	HPA_tissue_enriched
SLC13A4	ENSG00000164707	HPA_tissue_enriched
HNF4G	ENSG00000164749	HPA_tissue_enriched
SLC30A8	ENSG00000164756	HPA_tissue_enriched
DEFA5	ENSG00000164816	HPA_tissue_enriched
DEFA4	ENSG00000164821	HPA_tissue_enriched
DEFA6	ENSG00000164822	HPA_tissue_enriched
UNCX	ENSG00000164853	HPA_tissue_enriched
SHOC1	ENSG00000165181	HPA_tissue_enriched
TSHR	ENSG00000165409	HPA_tissue_enriched
PHOX2A	ENSG00000165462	HPA_tissue_enriched
RPL10L	ENSG00000165496	HPA_tissue_enriched
NGB	ENSG00000165553	HPA_tissue_enriched
CDX2	ENSG00000165556	HPA_tissue_enriched
CLEC1B	ENSG00000165682	HPA_tissue_enriched
TMEM52B	ENSG00000165685	HPA_tissue_enriched
GFI1B	ENSG00000165702	HPA_tissue_enriched
CYP2C19	ENSG00000165841	HPA_tissue_enriched
C10orf82	ENSG00000165863	HPA_tissue_enriched
SERPINA12	ENSG00000165953	HPA_tissue_enriched
CCDC38	ENSG00000165972	HPA_tissue_enriched
KCNC2	ENSG00000166006	HPA_tissue_enriched
LIPC	ENSG00000166035	HPA_tissue_enriched
PPP1R14D	ENSG00000166143	HPA_tissue_enriched
SPIC	ENSG00000166211	HPA_tissue_enriched
TBATA	ENSG00000166220	HPA_tissue_enriched
MYRFL	ENSG00000166268	HPA_tissue_enriched
C11orf65	ENSG00000166323	HPA_tissue_enriched
RAG1	ENSG00000166349	HPA_tissue_enriched
WDR88	ENSG00000166359	HPA_tissue_enriched
CLEC4D	ENSG00000166527	HPA_tissue_enriched
CPLX4	ENSG00000166569	HPA_tissue_enriched
CDH16	ENSG00000166589	HPA_tissue_enriched
LDHC	ENSG00000166796	HPA_tissue_enriched
LDHAL6A	ENSG00000166800	HPA_tissue_enriched
CACNG2	ENSG00000166862	HPA_tissue_enriched
MYO1A	ENSG00000166866	HPA_tissue_enriched
MS4A6E	ENSG00000166926	HPA_tissue_enriched
EPB42	ENSG00000166947	HPA_tissue_enriched
TERB2	ENSG00000167014	HPA_tissue_enriched
ANKRD40CL	ENSG00000167117	HPA_tissue_enriched
LPO	ENSG00000167419	HPA_tissue_enriched
JSRP1	ENSG00000167476	HPA_tissue_enriched
LALBA	ENSG00000167531	HPA_tissue_enriched
ANKRD33	ENSG00000167612	HPA_tissue_enriched
TMIGD2	ENSG00000167664	HPA_tissue_enriched
KLK2	ENSG00000167751	HPA_tissue_enriched
KLK5	ENSG00000167754	HPA_tissue_enriched
ACER1	ENSG00000167769	HPA_tissue_enriched
SOAT2	ENSG00000167780	HPA_tissue_enriched
MGAT5B	ENSG00000167889	HPA_tissue_enriched
GSDMA	ENSG00000167914	HPA_tissue_enriched
SOST	ENSG00000167941	HPA_tissue_enriched
CASKIN1	ENSG00000167971	HPA_tissue_enriched
TTC21A	ENSG00000168026	HPA_tissue_enriched
MAJIN	ENSG00000168070	HPA_tissue_enriched
KCNV2	ENSG00000168263	HPA_tissue_enriched
PTF1A	ENSG00000168267	HPA_tissue_enriched
MOBP	ENSG00000168314	HPA_tissue_enriched
PPDPFL	ENSG00000168333	HPA_tissue_enriched
MUCL3	ENSG00000168631	HPA_tissue_enriched
WFDC13	ENSG00000168634	HPA_tissue_enriched
KCTD19	ENSG00000168676	HPA_tissue_enriched
CA7	ENSG00000168748	HPA_tissue_enriched
BTNL3	ENSG00000168903	HPA_tissue_enriched
TM4SF20	ENSG00000168955	HPA_tissue_enriched
GRM5	ENSG00000168959	HPA_tissue_enriched
NTSR2	ENSG00000169006	HPA_tissue_enriched
VXN	ENSG00000169085	HPA_tissue_enriched
PCSK9	ENSG00000169174	HPA_tissue_enriched
C22orf15	ENSG00000169314	HPA_tissue_enriched
PDILT	ENSG00000169340	HPA_tissue_enriched
UMOD	ENSG00000169344	HPA_tissue_enriched
ELSPBP1	ENSG00000169393	HPA_tissue_enriched
RNASE3	ENSG00000169397	HPA_tissue_enriched
KCNK9	ENSG00000169427	HPA_tissue_enriched
HTRA4	ENSG00000169495	HPA_tissue_enriched
VPREB1	ENSG00000169575	HPA_tissue_enriched
MT1B	ENSG00000169688	HPA_tissue_enriched
NRG4	ENSG00000169752	HPA_tissue_enriched
S100G	ENSG00000169906	HPA_tissue_enriched
TIGD4	ENSG00000169989	HPA_tissue_enriched
MYO7B	ENSG00000169994	HPA_tissue_enriched
SERPINA9	ENSG00000170054	HPA_tissue_enriched
GPR37L1	ENSG00000170075	HPA_tissue_enriched
NSG2	ENSG00000170091	HPA_tissue_enriched
SERPINA6	ENSG00000170099	HPA_tissue_enriched
VGLL2	ENSG00000170162	HPA_tissue_enriched
GYPA	ENSG00000170180	HPA_tissue_enriched
FRMPD2	ENSG00000170324	HPA_tissue_enriched
CST5	ENSG00000170367	HPA_tissue_enriched
CST1	ENSG00000170373	HPA_tissue_enriched
KRT78	ENSG00000170423	HPA_tissue_enriched
KRT86	ENSG00000170442	HPA_tissue_enriched
KRT75	ENSG00000170454	HPA_tissue_enriched
KISS1	ENSG00000170498	HPA_tissue_enriched
COX7B2	ENSG00000170516	HPA_tissue_enriched
KRT83	ENSG00000170523	HPA_tissue_enriched
GTSF1	ENSG00000170627	HPA_tissue_enriched
DYDC1	ENSG00000170788	HPA_tissue_enriched
PSG6	ENSG00000170848	HPA_tissue_enriched
MBD3L1	ENSG00000170948	HPA_tissue_enriched
CEACAM3	ENSG00000170956	HPA_tissue_enriched
PATE1	ENSG00000171053	HPA_tissue_enriched
OPRPN	ENSG00000171199	HPA_tissue_enriched
CSN3	ENSG00000171209	HPA_tissue_enriched
XAGE3	ENSG00000171402	HPA_tissue_enriched
KRT9	ENSG00000171403	HPA_tissue_enriched
KRT20	ENSG00000171431	HPA_tissue_enriched
KRT27	ENSG00000171446	HPA_tissue_enriched
FGB	ENSG00000171564	HPA_tissue_enriched
PTCRA	ENSG00000171611	HPA_tissue_enriched
LKAAEAR1	ENSG00000171695	HPA_tissue_enriched
DEFB4A	ENSG00000171711	HPA_tissue_enriched
SPATA46	ENSG00000171722	HPA_tissue_enriched
SLFNL1	ENSG00000171790	HPA_tissue_enriched
KLF17	ENSG00000171872	HPA_tissue_enriched
FBXW10	ENSG00000171931	HPA_tissue_enriched
AZU1	ENSG00000172232	HPA_tissue_enriched
ATOH1	ENSG00000172238	HPA_tissue_enriched
INSL5	ENSG00000172410	HPA_tissue_enriched
AGXT	ENSG00000172482	HPA_tissue_enriched
ACOT12	ENSG00000172497	HPA_tissue_enriched
THEMIS	ENSG00000172673	HPA_tissue_enriched
SNX32	ENSG00000172803	HPA_tissue_enriched
ADH6	ENSG00000172955	HPA_tissue_enriched
CCDC63	ENSG00000173093	HPA_tissue_enriched
C11orf86	ENSG00000173237	HPA_tissue_enriched
RNASE11	ENSG00000173464	HPA_tissue_enriched
CCR9	ENSG00000173585	HPA_tissue_enriched
MUC13	ENSG00000173702	HPA_tissue_enriched
WFIKKN2	ENSG00000173714	HPA_tissue_enriched
TDRD12	ENSG00000173809	HPA_tissue_enriched
MARCHF10	ENSG00000173838	HPA_tissue_enriched
SLCO4C1	ENSG00000173930	HPA_tissue_enriched
RAX2	ENSG00000173976	HPA_tissue_enriched
C9orf131	ENSG00000174038	HPA_tissue_enriched
TLR10	ENSG00000174123	HPA_tissue_enriched
GOLGA6L2	ENSG00000174450	HPA_tissue_enriched
TTC9B	ENSG00000174521	HPA_tissue_enriched
ODAPH	ENSG00000174792	HPA_tissue_enriched
AMY1B	ENSG00000174876	HPA_tissue_enriched
NLRP6	ENSG00000174885	HPA_tissue_enriched
ZIC4	ENSG00000174963	HPA_tissue_enriched
ZG16	ENSG00000174992	HPA_tissue_enriched
SLC22A1	ENSG00000175003	HPA_tissue_enriched
RAG2	ENSG00000175097	HPA_tissue_enriched
WFDC5	ENSG00000175121	HPA_tissue_enriched
APOF	ENSG00000175336	HPA_tissue_enriched
UBQLNL	ENSG00000175518	HPA_tissue_enriched
CABP4	ENSG00000175544	HPA_tissue_enriched
ZNF683	ENSG00000176083	HPA_tissue_enriched
HSF5	ENSG00000176160	HPA_tissue_enriched
FOXG1	ENSG00000176165	HPA_tissue_enriched
ENTHD1	ENSG00000176177	HPA_tissue_enriched
ACBD7	ENSG00000176244	HPA_tissue_enriched
FOXR1	ENSG00000176302	HPA_tissue_enriched
PRR18	ENSG00000176381	HPA_tissue_enriched
HORMAD2	ENSG00000176635	HPA_tissue_enriched
PFN4	ENSG00000176732	HPA_tissue_enriched
DEFB104A	ENSG00000176782	HPA_tissue_enriched
GRIN1	ENSG00000176884	HPA_tissue_enriched
C8G	ENSG00000176919	HPA_tissue_enriched
EFCAB5	ENSG00000176927	HPA_tissue_enriched
ZDHHC22	ENSG00000177108	HPA_tissue_enriched
SPACA4	ENSG00000177202	HPA_tissue_enriched
FBXO39	ENSG00000177294	HPA_tissue_enriched
CLDN22	ENSG00000177300	HPA_tissue_enriched
UBE2U	ENSG00000177414	HPA_tissue_enriched
CAPZA3	ENSG00000177938	HPA_tissue_enriched
C2orf73	ENSG00000177994	HPA_tissue_enriched
TSSK6	ENSG00000178093	HPA_tissue_enriched
TMEM151B	ENSG00000178233	HPA_tissue_enriched
SLITRK1	ENSG00000178235	HPA_tissue_enriched
PRM3	ENSG00000178257	HPA_tissue_enriched
CEP295NL	ENSG00000178404	HPA_tissue_enriched
TUBAL3	ENSG00000178462	HPA_tissue_enriched
DYNAP	ENSG00000178690	HPA_tissue_enriched
CPN2	ENSG00000178772	HPA_tissue_enriched
FOXE1	ENSG00000178919	HPA_tissue_enriched
C9orf50	ENSG00000179058	HPA_tissue_enriched
ALOXE3	ENSG00000179148	HPA_tissue_enriched
GGN	ENSG00000179168	HPA_tissue_enriched
TMEM151A	ENSG00000179292	HPA_tissue_enriched
TMEM31	ENSG00000179363	HPA_tissue_enriched
CATSPERE	ENSG00000179397	HPA_tissue_enriched
ALOX12B	ENSG00000179477	HPA_tissue_enriched
GRM8	ENSG00000179603	HPA_tissue_enriched
TPPP2	ENSG00000179636	HPA_tissue_enriched
FAM216B	ENSG00000179813	HPA_tissue_enriched
AKAP5	ENSG00000179841	HPA_tissue_enriched
NKPD1	ENSG00000179846	HPA_tissue_enriched
CCR8	ENSG00000179934	HPA_tissue_enriched
WFDC9	ENSG00000180205	HPA_tissue_enriched
SLC9A4	ENSG00000180251	HPA_tissue_enriched
PNPLA1	ENSG00000180316	HPA_tissue_enriched
KCTD4	ENSG00000180332	HPA_tissue_enriched
MEIOC	ENSG00000180336	HPA_tissue_enriched
CYP8B1	ENSG00000180432	HPA_tissue_enriched
DEFB119	ENSG00000180483	HPA_tissue_enriched
ANKRD30B	ENSG00000180777	HPA_tissue_enriched
C11orf42	ENSG00000180878	HPA_tissue_enriched
OXTR	ENSG00000180914	HPA_tissue_enriched
GPR62	ENSG00000180929	HPA_tissue_enriched
TMEM132E	ENSG00000181291	HPA_tissue_enriched
EDDM3B	ENSG00000181552	HPA_tissue_enriched
EDDM3A	ENSG00000181562	HPA_tissue_enriched
GPR88	ENSG00000181656	HPA_tissue_enriched
TIGIT	ENSG00000181847	HPA_tissue_enriched
FAM181B	ENSG00000182103	HPA_tissue_enriched
ENPP7	ENSG00000182156	HPA_tissue_enriched
IZUMO1	ENSG00000182264	HPA_tissue_enriched
TMIGD1	ENSG00000182271	HPA_tissue_enriched
DCAF4L1	ENSG00000182308	HPA_tissue_enriched
SPACA6	ENSG00000182310	HPA_tissue_enriched
KCNJ14	ENSG00000182324	HPA_tissue_enriched
GLTPD2	ENSG00000182327	HPA_tissue_enriched
KIAA2012	ENSG00000182329	HPA_tissue_enriched
SPNS3	ENSG00000182557	HPA_tissue_enriched
KRTAP11-1	ENSG00000182591	HPA_tissue_enriched
HS3ST4	ENSG00000182601	HPA_tissue_enriched
PPP1R27	ENSG00000182676	HPA_tissue_enriched
GALR2	ENSG00000182687	HPA_tissue_enriched
MAFA	ENSG00000182759	HPA_tissue_enriched
CCDC87	ENSG00000182791	HPA_tissue_enriched
KRTAP13-2	ENSG00000182816	HPA_tissue_enriched
GALNT9	ENSG00000182870	HPA_tissue_enriched
RGS7	ENSG00000182901	HPA_tissue_enriched
OTOP2	ENSG00000183034	HPA_tissue_enriched
WBP2NL	ENSG00000183066	HPA_tissue_enriched
NKX2-5	ENSG00000183072	HPA_tissue_enriched
REC114	ENSG00000183324	HPA_tissue_enriched
GBP6	ENSG00000183347	HPA_tissue_enriched
PMCH	ENSG00000183395	HPA_tissue_enriched
TMEM89	ENSG00000183396	HPA_tissue_enriched
GRIN2A	ENSG00000183454	HPA_tissue_enriched
GKN2	ENSG00000183607	HPA_tissue_enriched
PRR32	ENSG00000183631	HPA_tissue_enriched
MARCHF11	ENSG00000183654	HPA_tissue_enriched
SLC35F3	ENSG00000183780	HPA_tissue_enriched
SCN5A	ENSG00000183873	HPA_tissue_enriched
SH2D1A	ENSG00000183918	HPA_tissue_enriched
NPB	ENSG00000183979	HPA_tissue_enriched
CNTN2	ENSG00000184144	HPA_tissue_enriched
SPRR4	ENSG00000184148	HPA_tissue_enriched
KCNQ3	ENSG00000184156	HPA_tissue_enriched
OLIG1	ENSG00000184221	HPA_tissue_enriched
KCNK12	ENSG00000184261	HPA_tissue_enriched
SIX6	ENSG00000184302	HPA_tissue_enriched
COLEC10	ENSG00000184374	HPA_tissue_enriched
PABPC1L2B	ENSG00000184388	HPA_tissue_enriched
BPIFC	ENSG00000184459	HPA_tissue_enriched
GAST	ENSG00000184502	HPA_tissue_enriched
LRRC26	ENSG00000184709	HPA_tissue_enriched
SERINC4	ENSG00000184716	HPA_tissue_enriched
CHRM5	ENSG00000184984	HPA_tissue_enriched
NT5C1B	ENSG00000185013	HPA_tissue_enriched
MYADML2	ENSG00000185105	HPA_tissue_enriched
H2BC13	ENSG00000185130	HPA_tissue_enriched
PRSS57	ENSG00000185198	HPA_tissue_enriched
MC2R	ENSG00000185231	HPA_tissue_enriched
MAGEA11	ENSG00000185247	HPA_tissue_enriched
RBM11	ENSG00000185272	HPA_tissue_enriched
SPPL2C	ENSG00000185294	HPA_tissue_enriched
KRT79	ENSG00000185640	HPA_tissue_enriched
POU3F1	ENSG00000185668	HPA_tissue_enriched
PRAME	ENSG00000185686	HPA_tissue_enriched
ADARB2	ENSG00000185736	HPA_tissue_enriched
C11orf87	ENSG00000185742	HPA_tissue_enriched
TMEM210	ENSG00000185863	HPA_tissue_enriched
KLHL34	ENSG00000185915	HPA_tissue_enriched
FAM186A	ENSG00000185958	HPA_tissue_enriched
LCE3A	ENSG00000185962	HPA_tissue_enriched
CCIN	ENSG00000185972	HPA_tissue_enriched
ATP4B	ENSG00000186009	HPA_tissue_enriched
KRT73	ENSG00000186049	HPA_tissue_enriched
TAL2	ENSG00000186051	HPA_tissue_enriched
DEFB131A	ENSG00000186146	HPA_tissue_enriched
UBL4B	ENSG00000186150	HPA_tissue_enriched
LCE5A	ENSG00000186207	HPA_tissue_enriched
LCE1E	ENSG00000186226	HPA_tissue_enriched
BTLA	ENSG00000186265	HPA_tissue_enriched
KDM4D	ENSG00000186280	HPA_tissue_enriched
GABRA5	ENSG00000186297	HPA_tissue_enriched
FAM228A	ENSG00000186453	HPA_tissue_enriched
DEFB132	ENSG00000186458	HPA_tissue_enriched
CYP4F8	ENSG00000186526	HPA_tissue_enriched
SPATC1	ENSG00000186583	HPA_tissue_enriched
PRG2	ENSG00000186652	HPA_tissue_enriched
